Ia,Ib,Ic,Va,Vb,Vc,Output (S)
-754.9398628,774.7303119,-19.79257064,0.002673853,0.035298752,-0.037972604,1
43.01462933,-27.642688,-12.62375449,0.517586728,0.011887896,-0.529474625,0
12.44233687,77.88447352,-93.60191852,-0.527766194,0.557744143,-0.029977949,0
328.2013812,-874.7891505,546.5855092,-0.027563786,-0.014057564,0.041621349,1
-66.23213485,80.6234323,-17.27375504,-0.358613624,-0.239384735,0.597998359,0
-42.23577378,81.37282849,-36.90478694,-0.566575558,0.085807962,0.480767596,0
-62.62008803,33.7077332,31.34670748,-0.476297047,-0.042422719,0.518719766,1
-62.74460991,22.4027199,42.55493352,0.136140137,-0.572623434,0.436483297,0
-470.1028799,-411.61534,883.7276632,-0.042241082,0.024051224,0.018189858,1
-64.82638689,16.14724057,45.04426464,0.029770412,-0.539522313,0.509751901,0
58.62873077,-8.336275444,-50.29245533,-0.10655955,0.569808505,-0.463248955,0
848.4000935,-647.9086314,-198.3457006,0.008102949,-0.04013475,0.032031801,1
-41.25894461,-19.33357354,63.37267671,0.424607593,-0.581435496,0.156827903,0
839.3973453,-180.8879317,-658.511677,0.03036194,-0.040700591,0.010338651,1
-15.38905282,-52.93647783,51.16969127,0.384125015,-0.565698032,0.181573017,0
53.92205565,12.28893286,-69.37294353,0.003287688,0.535855376,-0.539143063,0
-68.15786482,28.59737726,41.95195306,-0.001961719,-0.524018803,0.525980523,0
-861.1489333,-42.15850977,-11.41567734,-0.015566385,0.31592763,-0.300361244,1
-47.28904881,99.76885201,-55.93056544,-0.566041422,0.079555877,0.486485545,0
16.6614826,-44.71538133,30.24704048,0.591961895,-0.214839156,-0.377122739,0
-368.2542849,-501.7570712,-56.60626796,-0.042314187,0.337343674,-0.295029487,1
-59.02503519,15.12902372,46.1940159,0.208485971,-0.588971565,0.380485594,0
45.41036596,-24.13956192,-24.32758445,0.413844152,0.17811562,-0.591959772,0
-730.8728844,-37.25322272,0.051681202,0.016042159,0.28283933,-0.298881489,1
40.1542332,-29.18070226,-6.526174651,0.548703963,-0.054420894,-0.494283069,0
-71.71416965,70.69213888,-2.206867904,-0.198591775,-0.387165768,0.585757543,0
5.772937389,57.47147727,-60.22626962,-0.558846984,0.493919077,0.064927907,0
-68.8783727,64.75180777,5.957735103,-0.195775,-0.391692871,0.587467871,0
-44.84317675,4.964699412,41.76974286,0.3768976,-0.580996756,0.204099156,0
50.61103399,23.84201936,-77.61136399,-0.110486278,0.586136328,-0.47565005,0
-71.64189803,62.62307366,5.914081128,-0.124292549,-0.440959435,0.565251984,0
-435.0277899,-448.7233563,883.7488965,-0.042359601,0.022396091,0.01996351,1
-60.1671249,3.372944729,53.16383673,0.151841069,-0.584235752,0.432394683,0
-216.0406261,31.32719389,-48.69356965,-0.34669898,0.604109268,-0.257410288,1
-28.75410668,-30.90813559,62.43792203,0.507348681,-0.532645365,0.025296684,0
40.35766357,-739.8663723,702.0438279,-0.010797198,0.015849112,-0.005051914,1
554.9174699,-873.1719542,318.2522209,-0.016883828,-0.025177573,0.042061401,1
55.12111729,-55.93279839,1.552070259,0.418239104,0.168298879,-0.586537983,0
56.83516583,-429.3385744,375.0554071,0.306641698,0.036934633,-0.343576332,1
-58.74552802,26.89973273,28.37972825,0.254062884,-0.583123571,0.329060687,0
-4.024152298,63.12887384,-56.38863213,-0.590477001,0.432136405,0.158340596,0
-8.225368147,-35.95617627,46.55498695,0.579105105,-0.412201226,-0.166903879,0
2.783328795,-719.3522208,718.8903112,-0.330876563,-0.012824816,0.343701379,1
678.1161243,127.187543,45.73037435,0.038851062,-0.376528997,0.337677935,1
51.93789729,-57.5681089,5.630211612,0.44647733,0.131364792,-0.577842122,0
-66.28527344,42.22546036,25.9579987,0.048194372,-0.53582497,0.487630598,0
31.02359248,-772.3324071,743.711744,-0.112911526,0.007554038,0.105357488,1
-10.69761413,-759.7561695,-56.36490659,-0.037760801,0.238616692,-0.20085589,1
-64.81221336,16.0160377,51.47853464,0.119875763,-0.572919824,0.453044061,0
-739.4433674,788.4512075,-46.89928234,0.004007696,0.034528952,-0.038536649,1
7.895351048,-58.45179718,50.55644614,0.603448492,-0.349040803,-0.254407689,0
23.1080777,-27.30394482,0.756019015,0.56099123,-0.1022726,-0.458718631,0
-71.16622428,67.36543848,0.81111742,-0.188496367,-0.39564766,0.584144026,0
54.67242931,-20.01883007,-32.71024301,0.311170342,0.299305744,-0.610476086,0
-54.59454609,87.53589196,-31.10347617,-0.48815177,-0.069026702,0.557178471,0
-4.238335452,-37.86690461,44.4777831,0.587335748,-0.384225622,-0.203110125,0
48.70663653,29.08557971,-81.0730387,-0.148365136,0.599272565,-0.45090743,0
-189.6667396,-652.7458473,842.4103234,-0.040891035,0.010829615,0.03006142,1
-11.21120707,-34.39385906,47.97908203,0.571399305,-0.4320768,-0.139322505,0
51.83838023,-54.28592206,-1.275115563,0.397707141,0.195531495,-0.593238636,0
16.91314005,-26.96341947,6.608206928,0.578302208,-0.166602628,-0.411699581,0
-1.790291452,-38.88584889,42.87329031,0.591245292,-0.370498758,-0.220746534,0
842.373778,-642.8251601,-72.57983043,0.008523911,-0.13561388,0.127089969,1
35.38885464,-45.45342392,49.92900836,0.375502865,-0.576500602,0.200997737,0
7.875306052,-30.04743891,19.21702861,0.593060236,-0.265863726,-0.32719651,0
-71.7198947,77.35685995,-9.108831891,-0.244388339,-0.349095945,0.593484284,0
-501.1661994,183.2739086,-0.253211561,0.16684023,0.114825982,-0.281666212,1
-846.4601451,259.8563153,-26.33934092,-0.027984609,0.341477228,-0.313492618,1
869.7402311,-498.6978711,10.0521456,0.01738949,-0.279714628,0.262325138,1
9.598876867,-747.1316315,739.8711251,-0.286709581,-0.008318229,0.295027809,1
825.816757,65.64472332,-15.67786379,-0.186429853,0.000777312,0.185652541,1
-724.6259278,799.8417108,-75.21789117,0.005322912,0.033755189,-0.039078101,1
607.0625859,1.795873674,37.29128431,0.23266162,-0.555773568,0.323111948,1
54.4158291,10.10261138,-67.56144497,0.013301328,0.530070316,-0.543371644,0
3.912296733,68.23815462,-69.8197582,-0.572286609,0.482857843,0.089428766,0
49.49261686,-26.2224297,-20.66154733,0.469208768,0.042340491,-0.511549259,1
58.38845488,-42.23856531,-19.86585,0.245967693,0.355519803,-0.601487495,0
-52.33055199,-737.9138428,790.2421382,-0.038645276,0.004289388,0.034355888,1
835.8504771,-219.5481677,28.73259798,0.029442583,-0.348562697,0.319120114,1
46.460751,8.551264563,-58.70850436,-0.261336451,0.603987337,-0.342650887,0
305.2086716,557.8147103,57.34189852,0.042020774,-0.323168202,0.281147428,1
56.59352164,-47.17631787,-13.13563504,0.305181043,0.299531302,-0.604712346,0
-785.6831864,-25.65888059,-23.83729319,-0.11592828,0.441161846,-0.325233566,1
49.56576552,-21.2526681,-31.25234054,0.357064492,0.249406937,-0.606471429,0
5.937827535,-31.15202285,27.09567114,0.594575138,-0.30130545,-0.293269687,0
55.01934044,2.339827196,-60.52446704,0.10716124,0.473644209,-0.580805449,0
