Ia,Ib,Ic,Va,Vb,Vc,Output (S)
-42.88164198,5.658045601,33.89065538,0.416066317,-0.563951837,0.14788552,0
-38.79601216,-0.415944697,36.12684416,0.443059218,-0.554343927,0.111284709,0
-452.4308193,883.2576807,-430.8291251,0.022136065,0.020220298,-0.042356363,1
-37.00645408,-6.567132402,43.57358648,0.250284461,-0.587394985,0.337110525,0
-28.25666573,-12.24790556,42.46234424,0.481849184,-0.530104899,0.048255715,0
47.91302976,-44.88709388,-0.275500322,0.400538521,0.189678053,-0.590216574,0
-17.18546193,-39.2799643,59.23744491,0.558727643,-0.470158851,-0.088568792,0
-678.7788851,-150.6738185,829.4504635,-0.039142653,0.033669815,0.005472838,1
0.975588361,81.58863014,-85.58391743,-0.580393349,0.486112069,0.09428128,0
-305.1700734,-557.8720959,-57.34188008,-0.042030502,0.323178933,-0.281148431,1
-35.57445164,783.9444506,-745.7507746,0.181615389,-0.000921074,-0.180694315,1
55.65520194,-10.30725681,-49.05116501,-0.088931687,0.563080479,-0.474148792,0
-57.42833687,723.1667676,-663.1871047,-0.043975024,-0.019466306,0.06344133,1
492.1916888,-888.0542549,-38.80005377,-0.019858109,0.027735626,-0.007877517,1
464.0994077,-900.1221424,-40.7682051,-0.020782685,0.044891387,-0.024108703,1
837.5068582,-647.4716829,-2.602644942,0.008546267,-0.217991174,0.209444907,1
-866.0739657,-43.92391066,-9.88324278,-0.003546189,0.299531292,-0.295985102,1
-35.33701883,-0.633956345,32.51257096,0.47136626,-0.534904895,0.063538635,0
808.49349,-714.5819316,-8.927698597,0.004173393,-0.18313798,0.178964587,1
-52.32672826,97.15349392,-48.19706755,-0.534543994,0.012185819,0.522358176,0
624.0476751,208.7842617,48.84738171,0.040311912,-0.37471723,0.334405317,1
-865.6470698,364.4935342,-19.68548676,-0.023779785,0.318897916,-0.295118131,1
32.37263971,-27.65300377,-8.026732789,0.520400465,0.000724625,-0.52112509,0
-49.69206565,-9.594763828,61.96249433,0.345034542,-0.600207448,0.255172906,0
45.53703669,38.63898765,-87.00185021,-0.213440982,0.617023753,-0.403582771,0
-29.67551833,-478.9626725,510.9929628,-0.478482287,-0.031135483,0.50961777,1
772.8468729,-765.3450115,-5.353210923,-0.001111122,-0.036186299,0.037297421,1
860.0613636,61.26877635,-8.834436522,-0.137496858,-0.084604829,0.222101687,1
-566.459833,-313.6545575,880.2758174,-0.036548658,0.027258548,0.00929011,1
-38.43636767,63.32513431,-28.55169841,-0.567123562,0.09555387,0.471569692,0
-28.99201498,-37.7754147,63.01326095,0.490397306,-0.552553734,0.062156428,0
-864.7218254,543.9101444,-6.459761514,-0.014938403,0.263344844,-0.248406441,1
827.6708932,-682.0046051,-145.668551,0.005242882,-0.038985984,0.033743102,1
836.6846237,64.33953832,-13.41311233,-0.170592083,-0.02776615,0.198358233,1
-18.82406505,-18.52212579,39.23219255,0.542076065,-0.474667388,-0.067408677,0
863.3904635,-262.2377715,-599.0137245,0.027565317,-0.041706726,0.014141409,1
-59.32042749,74.38306222,-12.83572375,-0.434434798,-0.15006163,0.584496428,0
606.5944641,1.79367117,37.28909215,0.232641255,-0.555773594,0.323132339,1
-848.2858868,-62.87753207,11.13233222,0.154267773,0.056248009,-0.210515782,1
867.7031593,-362.7537711,-1.197738034,0.023747699,-0.311082837,0.287335139,1
-30.95615375,81.21500221,-48.02379007,-0.602442926,0.206108908,0.396334018,0
-297.9003753,874.4524527,48.22953383,0.028529035,-0.120240792,0.091711758,1
682.8287982,-827.3069726,144.4759123,-0.008654075,-0.031553639,0.040207714,1
-69.55624724,83.83311642,-17.74764159,-0.321114167,-0.277852342,0.59896651,0
-23.04004459,-35.29500302,61.10887943,0.535438958,-0.503651553,-0.031787405,0
29.73613758,30.23389274,-63.38930249,-0.438022615,0.582074305,-0.14405169,0
50.25682804,28.70125563,-81.58853113,-0.121447504,0.591840757,-0.470393253,0
-69.74722147,79.0638835,-12.54897588,-0.295054536,-0.303940163,0.598994699,0
37.46328805,-43.23944297,8.04977615,0.512469254,0.01800401,-0.530473263,0
54.20917454,-568.9117629,517.2190309,0.205024117,0.031068601,-0.236092719,1
807.9768965,66.83228515,-17.87967153,-0.20207918,0.029318965,0.172760215,1
-235.4489731,855.9630341,-618.4760293,0.030881863,0.009663431,-0.040545294,1
-866.2844132,532.7811453,-7.360879849,-0.015559141,0.267539754,-0.251980614,1
-691.4516973,821.7949607,-130.3453569,0.007950871,0.032078559,-0.04002943,1
562.7687648,-887.0583075,-34.59757801,-0.015602865,-0.008126731,0.023729596,1
769.2631061,-41.20615368,38.29686363,0.035076561,-0.370246796,0.335170234,1
85.08596545,-818.1412664,733.101658,-0.03514768,-0.002554825,0.037702506,1
43.29196829,38.43888285,-84.76538663,-0.255647571,0.621013996,-0.365366426,0
-5.138664645,89.73766633,-87.9571898,-0.597386157,0.457520012,0.139866144,0
-11.92764573,-22.89041936,36.70279846,0.565864407,-0.43270234,-0.133162067,0
786.4490541,25.66035618,23.83853431,0.115967815,-0.441161711,0.325193897,1
-291.9750889,-588.2853878,-57.14883184,-0.037968023,0.323737761,-0.285769738,1
858.8246567,-314.6076988,23.05177646,0.026033513,-0.330901276,0.304867762,1
818.7596069,-164.9646354,31.82375687,0.031296014,-0.356817131,0.325521117,1
-18.18313355,92.08641627,-77.03559807,-0.618091894,0.352760518,0.265331376,0
-20.54715328,-18.2518536,40.61423272,0.534457474,-0.486192003,-0.048265471,0
158.8228742,-37.35140474,49.3980997,0.361319191,-0.59702722,0.23570803,1
-15.21165694,-40.51275854,58.49583673,0.565386529,-0.458045148,-0.107341382,0
531.6712341,329.2817665,52.71236,0.041712566,-0.365700944,0.323988378,1
848.8268314,-624.0079196,-69.54233739,0.009822692,-0.153372186,0.143549494,1
-493.3562489,-386.8618082,882.2278867,-0.042114656,0.025135097,0.016979559,1
-5.282461883,86.27751653,-84.13128573,-0.598310624,0.448470408,0.149840216,0
47.26229759,-23.91382373,-26.28912968,0.393598164,0.204758899,-0.598357064,0
533.7385519,-876.2719645,344.6062082,-0.018088649,-0.024111375,0.042200024,1
-317.6120814,25.42408912,-47.15742117,-0.331238176,0.605829189,-0.274591013,1
-47.2175653,-18.28164995,61.73889041,0.34134793,-0.604109217,0.262761288,0
18.33621989,-34.18432768,17.72723447,0.585378485,-0.190050399,-0.395328086,0
717.9430195,-815.9509998,-21.16510918,-0.00494429,-0.107046032,0.111990322,1
-71.55047327,75.20541847,-7.011672594,-0.234996128,-0.357396274,0.592392402,0
-61.07479585,65.4879263,-1.714739952,-0.425314612,-0.165179848,0.590494461,0
-635.8256906,-5.125205042,-35.68376207,-0.21806044,0.543787476,-0.325727036,1
50.5314508,-16.42744768,-37.27691658,0.325195306,0.285569323,-0.610764629,0
853.7727149,-597.5747297,1.934353502,0.011774594,-0.241407375,0.229632781,1
30.35308328,-780.741686,-55.70307403,-0.036814717,0.224630473,-0.187815756,1
-12.32507608,-44.94012323,64.90733127,0.564884813,-0.415344657,-0.149540157,0
