Ia,Ib,Ic,Va,Vb,Vc,Output (S)
23.9242872,61.96021387,-84.03120039,-0.473241321,0.586066965,-0.112825645,0
-47.42422174,72.28860981,-22.16054514,-0.54416776,0.032444212,0.511723548,0
-40.88874995,-344.7769294,387.912401,-0.503304309,-0.036307692,0.539612001,1
-53.53060344,-12.344944,36.62292263,0.473187943,-0.469688825,-0.003499117,0
34.16492344,-55.66432291,36.73276327,0.596701854,-0.193328748,-0.403373106,0
39.51768898,48.5377944,-91.03119198,-0.300556966,0.627555783,-0.326998817,0
36.73049823,-43.45670229,9.000043791,0.51728137,0.008487487,-0.525768856,0
379.0656987,-880.9741072,501.906148,-0.025488749,-0.016537477,0.042026226,1
11.49672566,78.63857403,-93.41595609,-0.532769169,0.553233291,-0.020464121,0
44.77411802,-786.8293269,742.0529512,-0.036503324,-0.000360601,0.036863925,1
-874.2875979,326.4300805,547.8552537,-0.024891437,0.04217113,-0.017279693,1
38.43513746,-27.05368786,-14.56138418,0.480923119,0.075992598,-0.556915717,0
873.5628235,-461.2936526,-22.78881921,0.019166977,-0.269743036,0.250576059,1
399.3835335,65.92343505,-43.92424633,-0.364377981,0.415344785,-0.050966803,1
-822.6204724,690.2420699,132.3762497,-0.004634235,0.038809639,-0.034175404,1
315.8505144,63.26783219,-45.92089402,-0.374058297,0.455018427,-0.080960131,1
-584.9370972,-70.40692056,36.02794121,0.32125489,-0.28421308,-0.037041809,1
-53.57011539,79.00660488,-23.12008275,-0.496777885,-0.056279137,0.553057022,0
806.6103021,-715.9510588,-90.66150607,0.002593673,-0.03787614,0.035282467,1
-23.29772303,62.74030615,-39.44258311,-0.598073587,0.21490631,0.383167276,0
292.5664282,568.2670344,57.44405759,0.041955873,-0.320108195,0.278152321,1
-875.5083463,340.0326211,537.4960117,-0.024342482,0.042219869,-0.017877388,1
-68.45342173,27.36331761,43.0199015,0.321473035,-0.541712148,0.220239113,0
34.44239704,24.83250406,-62.96536988,-0.396512138,0.595329355,-0.198817218,0
-21.43314352,62.41656693,-40.98342341,-0.60082991,0.232595415,0.368234495,0
-813.9885882,-30.75638896,-20.32187179,-0.08695176,0.4072143,-0.320262541,1
20.7913126,-773.5090084,755.0873684,-0.203351611,-0.000389266,0.203740877,1
-0.621307201,639.6033785,-636.3908234,0.404666405,0.021923413,-0.426589818,1
